,duration,isHD,treatment,licensedContent,popular,hasDescription,numTags,isMusicCategory,publishDayOfWeek,publishMonth,publishYear
Pumpkins Scream In the Dead of Night (feat. shinigami) Savage Ga$p 93FEETOFSMOKE shinigami,149.0,1.0,0.0,0.0,15.784984599221007,0.0,0,0.0,,,
Leaving Heaven (feat. Skylar Grey) Eminem Skylar Grey,266.0,1.0,0.0,0.0,16.417440473375006,0.0,0,0.0,,,
Seca Tus Lagrimas Natanael Cano Junior H,117.0,1.0,0.0,1.0,17.17036193107365,0.0,0,0.0,,,
To Die For Kygo St. Lundi,229.0,1.0,0.0,0.0,14.36128818149212,0.0,0,0.0,,,
Feel Something (With I Prevail) ILLENIUM Excision I Prevail,221.0,1.0,0.0,1.0,16.065204027291205,0.0,0,0.0,,,
Obama (feat. DaBaby) Blueface DaBaby,222.0,1.0,1.0,1.0,17.08266708391429,0.0,0,0.0,,,
LIKE I WANT YOU Giveon,305.0,1.0,0.0,1.0,18.80914295864925,0.0,0,0.0,,,
Power Ellie Goulding,198.0,1.0,1.0,1.0,16.34220385684366,0.0,0,0.0,,,
Hand Me Downs Mac Miller,299.0,1.0,0.0,1.0,17.231593629291606,0.0,0,0.0,,,
No Regrets (feat. Don Toliver) Eminem Don Toliver,201.0,1.0,0.0,0.0,15.917385699170094,0.0,0,0.0,,,
Lucky Chelsea Cutler Alexander 23,156.0,1.0,0.0,0.0,13.527843152071606,0.0,0,0.0,,,
Mayor Myke Towers Yandel,159.0,1.0,0.0,1.0,17.24298303926082,0.0,0,0.0,,,
Friday 13th (feat. Octavian) Gorillaz Octavian,271.0,1.0,0.0,1.0,15.603834800217408,0.0,0,0.0,,,
Young Once Sam Hunt,258.0,1.0,1.0,1.0,15.383308433038962,0.0,0,0.0,,,
Cornelia Street - Live From Paris Taylor Swift,302.0,1.0,1.0,1.0,16.199412654064755,0.0,0,0.0,,,
Hard Days Brantley Gilbert,183.0,1.0,0.0,1.0,16.167702243664017,0.0,0,0.0,,,
Welcome to Chilis Yung Gravy bbno$,166.0,1.0,0.0,0.0,16.752787901093214,0.0,0,0.0,,,
Temperature Sean Paul,217.0,0.0,0.0,1.0,19.662031494386547,0.0,0,0.0,,,
24 Money Man,186.0,1.0,0.0,1.0,18.000964945384915,0.0,0,0.0,,,
El Problema Anuel AA,209.0,1.0,1.0,1.0,16.550760210648583,0.0,0,0.0,,,
Ponte Pa' Mi Rauw Alejandro Myke Towers Sky Rompiendo,183.0,1.0,0.0,0.0,18.585297966492746,0.0,0,0.0,,,
Demon Time (Lil Yachty feat. Draft Day) Lil Yachty Draft Day,152.0,1.0,0.0,0.0,5.652489180268651,0.0,0,0.0,,,
Dear my friend (feat. Kim Jong Wan of NELL) Agust D Kim Jong Wan,311.0,1.0,1.0,0.0,13.845895232671484,0.0,0,0.0,,,
Por Tu Culpa Porte Diferente,237.0,1.0,0.0,1.0,16.36090558499372,0.0,0,0.0,,,
Good Intentions (Intro) NAV,156.0,1.0,1.0,1.0,14.499886886811973,0.0,0,0.0,,,
Bury Me Alive Oliver Tree,259.0,1.0,0.0,1.0,16.445959368950703,0.0,0,0.0,,,
you were good to me - shallou remix Jeremy Zucker Chelsea Cutler,230.0,1.0,0.0,1.0,12.198791200031982,0.0,0,0.0,,,
Glizzy Grimass,145.0,1.0,0.0,1.0,6.525029657843462,0.0,0,0.0,,,
High Power KINGMOSTWANTED,68.0,1.0,0.0,0.0,13.242474367936527,0.0,0,0.0,,,
Wolves (with NAV) Pop Smoke NAV,195.0,1.0,0.0,0.0,16.489149146297272,0.0,0,0.0,,,
All Around Me Justin Bieber,138.0,1.0,0.0,0.0,15.872956715011798,0.0,0,0.0,,,
P2 Lil Uzi Vert,235.0,1.0,0.0,1.0,17.17729692836761,0.0,0,0.0,,,
My Truck (feat. Sam Hunt) - Remix BRELAND Sam Hunt,167.0,1.0,0.0,1.0,16.20202706472699,0.0,0,0.0,,,
Mr. Officer (feat. Queen Naija and members of the Detroit Youth Choir) Tee Grizzley Queen Naija members of the Detroit Youth Choir,179.0,1.0,0.0,1.0,13.76292801179606,0.0,0,0.0,,,
Multiple Flows (with Lil Uzi Vert) Lil Wayne Lil Uzi Vert,235.0,1.0,0.0,0.0,15.430239050565676,0.0,0,0.0,,,
Second Chances. (ft. 6LACK) Kiana Ledé 6LACK,194.0,1.0,0.0,1.0,15.203689891407054,0.0,0,0.0,,,
Marsh Eminem,201.0,1.0,0.0,0.0,16.194090484725667,0.0,0,0.0,,,
Stay Tonight CHUNG HA,230.0,1.0,0.0,1.0,17.05908406858071,0.0,0,0.0,,,
Say You Will Kygo Patrick Droney Petey,208.0,1.0,0.0,0.0,14.064178375948712,0.0,0,0.0,,,
Young & Sad Noah Cyrus,188.0,1.0,0.0,1.0,16.007115709192426,0.0,0,0.0,,,
Vibes Only Goyard Oz $IMEON,64.0,1.0,0.0,1.0,3.044522437723423,0.0,0,0.0,,,
Wet Em Up Pt. 2 Lil Tjay Sheff G Sleepy Hallow,194.0,1.0,0.0,1.0,15.56975021335599,0.0,0,0.0,,,
Tycoon Future,204.0,1.0,0.0,1.0,15.956928748236763,1.0,0,1.0,4.0,3.0,2020.0
Fine By Time YoungBoy Never Broke Again,177.0,1.0,0.0,1.0,17.97441854726379,0.0,0,0.0,,,
Rough Ryder YoungBoy Never Broke Again,162.0,1.0,0.0,1.0,15.782470735259324,0.0,0,0.0,,,
I Dare You Kelly Clarkson,209.0,1.0,0.0,1.0,15.433338773159054,0.0,0,0.0,,,
Letter To Nipsey (feat. Roddy Ricch) Meek Mill Roddy Ricch,169.0,1.0,0.0,1.0,16.329522104405264,0.0,0,0.0,,,
Back Home (feat. Summer Walker) Trey Songz Summer Walker,195.0,1.0,0.0,1.0,14.707514744791473,0.0,0,0.0,,,
Ojos De Maniaco LEGADO 7 Junior H,237.0,1.0,0.0,1.0,16.858029466152608,0.0,0,0.0,,,
Skechers (feat. Tyga) - Remix DripReport Tyga,164.0,1.0,0.0,0.0,16.37778102270241,0.0,0,0.0,,,
Sweeter (feat. Terrace Martin) Leon Bridges Terrace Martin,171.0,1.0,0.0,1.0,14.52556106887874,0.0,0,0.0,,,
How Would I Know Kygo Oh Wonder,182.0,1.0,0.0,0.0,14.21091253552429,0.0,0,0.0,,,
I Found You Cash Cash Andy Grammer,169.0,1.0,0.0,1.0,14.178934873564016,0.0,0,0.0,,,
More Hearts Than Mine Ingrid Andress,216.0,1.0,0.0,1.0,17.406037025128047,0.0,0,0.0,,,
Closed On Sunday Kanye West,156.0,1.0,0.0,0.0,17.262847132757635,1.0,25,0.0,3.0,11.0,2019.0
Sangre Pathos Humano,227.0,1.0,0.0,0.0,5.733341276897746,1.0,18,0.0,3.0,11.0,2020.0
Bora Bora Lil Durk,166.0,1.0,0.0,0.0,16.243214292922172,1.0,24,1.0,2.0,10.0,2019.0
Another Life Motionless In White,207.0,1.0,0.0,1.0,17.16413846284337,1.0,14,1.0,2.0,12.0,2019.0
Mikrokosmos BTS,252.0,1.0,1.0,1.0,16.505092872607307,1.0,50,0.0,4.0,10.0,2020.0
Antisocial (with Travis Scott) Ed Sheeran Travis Scott,208.0,1.0,0.0,1.0,18.054868697828947,1.0,26,1.0,4.0,7.0,2019.0
Nightmares (feat. Lil Skies) Yung Pinch Lil Skies,199.0,1.0,0.0,1.0,16.055056804745963,1.0,19,1.0,2.0,1.0,2019.0
Trust Issues Drake,281.0,1.0,1.0,0.0,17.5625726428955,1.0,14,1.0,2.0,5.0,2016.0
You Can't Save Me SiR,200.0,1.0,0.0,1.0,15.038167128600696,1.0,36,1.0,3.0,3.0,2020.0
Your Peace (feat. Lil Baby) Jacquees Lil Baby,251.0,1.0,0.0,1.0,15.41930759050829,1.0,13,1.0,4.0,8.0,2022.0
Incredible James TW,248.0,1.0,1.0,1.0,15.745098652638735,1.0,6,1.0,4.0,6.0,2019.0
Hatchback Cochise,152.0,1.0,0.0,0.0,16.897418876381806,1.0,3,1.0,1.0,4.0,2020.0
sex money feelings die - slowed version Lykke Li,175.0,1.0,0.0,1.0,15.804248642579903,1.0,0,0.0,1.0,10.0,2019.0
Speechless (feat. Tori Kelly) Dan + Shay Tori Kelly,210.0,1.0,1.0,0.0,14.457268123708532,1.0,28,1.0,4.0,6.0,2019.0
Returns NF,234.0,1.0,0.0,1.0,16.405500459976146,1.0,31,1.0,4.0,7.0,2019.0
ON GOD (feat. Young Thug) Juice WRLD Young Thug,251.0,1.0,0.0,0.0,15.542924198599469,1.0,24,1.0,4.0,3.0,2019.0
On My Way Alan Walker Sabrina Carpenter Farruko,217.0,1.0,0.0,0.0,17.953775493768998,1.0,21,1.0,4.0,5.0,2019.0
Remember When Wallows,156.0,1.0,0.0,1.0,15.557740614846283,1.0,22,1.0,4.0,1.0,2020.0
Out Of Luck Lil Tecca,174.0,1.0,0.0,0.0,17.277725927201665,1.0,24,0.0,5.0,8.0,2019.0
Rollercoaster Jonas Brothers,183.0,1.0,0.0,1.0,15.394801173027535,1.0,6,1.0,4.0,6.0,2019.0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy) benny blanco Selena Gomez J Balvin Tainy",165.0,1.0,1.0,1.0,19.272660393356148,1.0,14,1.0,1.0,3.0,2019.0
Throwaway (with Clairo) SG Lewis Clairo,182.0,1.0,0.0,1.0,14.354989525624406,1.0,22,1.0,3.0,3.0,2019.0
Weekend Friend Goth Babe,270.0,1.0,0.0,0.0,6.877296071497429,1.0,11,1.0,5.0,8.0,2022.0
Bang Bang YNW Melly,261.0,1.0,0.0,0.0,15.917335218136559,1.0,22,1.0,4.0,11.0,2019.0
Body Summer Walker,206.0,1.0,0.0,0.0,17.534986285668932,1.0,0,1.0,2.0,1.0,2021.0
Orphans Coldplay,203.0,1.0,0.0,1.0,16.373573334187412,1.0,28,1.0,3.0,10.0,2019.0
Wow. - Remix Post Malone Roddy Ricch Tyga,169.0,1.0,1.0,0.0,17.660375657326195,1.0,13,1.0,1.0,3.0,2019.0
Close Enough to Hurt Rod Wave,135.0,1.0,0.0,0.0,17.21420668075159,1.0,21,1.0,2.0,10.0,2019.0
Cold Boy In Space unheard,201.0,1.0,0.0,1.0,15.078838661210021,1.0,24,0.0,3.0,8.0,2019.0
Ragweed Koe Wetzel,253.0,1.0,0.0,1.0,15.063167369342622,1.0,3,1.0,3.0,7.0,2020.0
Habits NAV,205.0,1.0,0.0,0.0,16.02091128596562,1.0,15,1.0,1.0,3.0,2019.0
John Redcorn SiR,192.0,1.0,0.0,0.0,16.35728544986685,1.0,1,1.0,0.0,4.0,2020.0
Colors of the Rain Naturaleza FX,241.0,1.0,0.0,1.0,16.961805539408488,1.0,40,1.0,5.0,6.0,2020.0
False Confidence Noah Kahan,224.0,1.0,0.0,1.0,17.13756548493688,1.0,7,1.0,4.0,9.0,2018.0
El Amor de Mi Vida La Adictiva Banda San José de Mesillas,261.0,1.0,0.0,0.0,19.333763580026236,1.0,20,1.0,4.0,4.0,2019.0
People Need A Melody The Head and the Heart,255.0,1.0,0.0,1.0,12.889606263524145,1.0,10,1.0,4.0,5.0,2019.0
How You Want It? Teyana Taylor King Combs,230.0,1.0,1.0,1.0,17.64019651155831,1.0,18,1.0,4.0,8.0,2019.0
Painkiller Ruel,216.0,1.0,1.0,1.0,17.76347644879463,1.0,29,1.0,1.0,4.0,2019.0
Woah (feat. D3Mstreet) KRYPTO9095 D3Mstreet,135.0,1.0,0.0,0.0,18.808619648145417,1.0,20,0.0,6.0,11.0,2018.0
Karma AJR,246.0,1.0,0.0,0.0,16.192346541470155,1.0,16,1.0,4.0,4.0,2019.0
Used To Love (with Dean Lewis) Martin Garrix Dean Lewis,238.0,1.0,1.0,0.0,17.28760085377742,1.0,17,0.0,3.0,10.0,2019.0
OCD (with Dwn2earth) Logic Dwn2earth,292.0,1.0,0.0,0.0,15.04158657649988,1.0,21,1.0,4.0,10.0,2019.0
Name in the Sand Lil Skies,195.0,1.0,0.0,1.0,16.680048249281484,1.0,25,1.0,3.0,1.0,2019.0
Never Seen The Rain Tones And I,206.0,1.0,0.0,1.0,17.351984067647905,1.0,20,1.0,3.0,8.0,2019.0
Soft Rain Pouring Factorial FX,649.0,1.0,0.0,1.0,16.50353368258347,1.0,13,1.0,6.0,9.0,2017.0
Be Honest (feat. Burna Boy) Jorja Smith Burna Boy,261.0,1.0,0.0,1.0,18.373660548962917,1.0,4,1.0,4.0,8.0,2019.0
6's to 9's (feat. Rationale) Big Wild Rationale,207.0,1.0,0.0,1.0,13.975346190638962,1.0,11,1.0,4.0,2.0,2019.0
The King Conan Gray,175.0,1.0,0.0,0.0,15.737142797713636,1.0,58,0.0,6.0,5.0,2019.0
Morph Twenty One Pilots,260.0,1.0,0.0,1.0,17.369854458309742,1.0,28,1.0,4.0,10.0,2018.0
Animal (feat. DaBaby) Stunna 4 Vegas DaBaby,237.0,1.0,0.0,0.0,17.879333144408754,1.0,7,1.0,1.0,9.0,2018.0
Major Young Dolph Key Glock,294.0,1.0,0.0,1.0,18.538166917771857,1.0,10,1.0,4.0,8.0,2018.0
Quiere Beber Anuel AA,309.0,1.0,0.0,1.0,20.140961314802055,1.0,24,1.0,2.0,8.0,2018.0
Dip (feat. Nicki Minaj) Tyga Nicki Minaj,200.0,1.0,0.0,1.0,19.082722456699983,1.0,24,1.0,0.0,10.0,2018.0
Done for Me (feat. Kehlani) Charlie Puth Kehlani,177.0,1.0,0.0,1.0,18.57153281506117,1.0,23,1.0,5.0,4.0,2018.0
Burn The Ships for KING & COUNTRY,282.0,1.0,1.0,1.0,17.42889909178469,1.0,12,1.0,4.0,10.0,2018.0
Pictures of Girls Wallows,201.0,1.0,0.0,1.0,16.254405205913663,1.0,0,1.0,4.0,2.0,2018.0
Pull Up (feat. Key!) Matt Ox Key!,135.0,1.0,0.0,1.0,15.036332809710702,1.0,8,1.0,3.0,11.0,2018.0
Heart to Break Kim Petras,236.0,1.0,0.0,0.0,16.589171892250025,1.0,18,1.0,3.0,4.0,2018.0
Nameless Lil Keed,186.0,1.0,0.0,1.0,17.391820126809627,1.0,30,1.0,2.0,12.0,2018.0
Solar Eclipse YoungBoy Never Broke Again,224.0,1.0,0.0,1.0,18.725662424052747,1.0,21,0.0,3.0,12.0,2017.0
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet"" Imagine Dragons",233.0,1.0,1.0,1.0,18.226438995122034,1.0,20,1.0,1.0,10.0,2018.0
Shoulda Named It After Me Upchurch Colt Ford,171.0,0.0,0.0,0.0,15.623631610161464,1.0,5,1.0,4.0,5.0,2018.0
No Auto Durk Only The Family Lil Durk,186.0,1.0,0.0,0.0,12.649135355386898,1.0,27,1.0,4.0,12.0,2018.0
Suncity (feat. Empress Of) Khalid Empress Of,192.0,1.0,0.0,1.0,17.611752340271693,1.0,30,1.0,4.0,10.0,2018.0
Whuss The Deal Shoreline Mafia,219.0,1.0,0.0,1.0,17.707966449960672,1.0,32,1.0,4.0,8.0,2018.0
Cuando Perriabas Bad Bunny,190.0,1.0,0.0,1.0,16.985623442292475,1.0,6,1.0,0.0,12.0,2018.0
Charcoal Baby Blood Orange,244.0,1.0,0.0,0.0,13.002680788738946,1.0,56,1.0,3.0,8.0,2018.0
Still Rolling Stones Lauren Daigle,249.0,1.0,0.0,1.0,16.56958952678615,1.0,22,1.0,4.0,8.0,2018.0
Tables Joey Trap,156.0,1.0,0.0,0.0,15.299199742689744,1.0,0,1.0,2.0,3.0,2018.0
Nothing Breaks Like a Heart (feat. Miley Cyrus) Mark Ronson Miley Cyrus,240.0,1.0,1.0,1.0,19.486755219595903,1.0,15,1.0,3.0,11.0,2018.0
Corazón (feat. Nego do Borel) Maluma Nego do Borel,215.0,1.0,1.0,1.0,21.1989149162339,1.0,17,1.0,4.0,12.0,2017.0
Under Your Scars Godsmack,252.0,1.0,0.0,0.0,18.139245148246538,1.0,18,1.0,4.0,7.0,2019.0
High (feat. Elton John) Young Thug Elton John,195.0,1.0,0.0,1.0,15.994630112924025,1.0,41,1.0,0.0,9.0,2018.0
Astronauts Future Juice WRLD,172.0,1.0,0.0,1.0,15.48337698842552,1.0,32,1.0,4.0,10.0,2018.0
Here Again Elevation Worship,586.0,1.0,1.0,1.0,17.397764641272715,1.0,18,1.0,4.0,8.0,2018.0
Rise Jonas Blue Jack & Jack,219.0,1.0,0.0,1.0,20.014656303975443,1.0,6,1.0,4.0,6.0,2018.0
Bitch Lasagna pewdiepie Party in Backyard,132.0,1.0,0.0,1.0,14.800826107481763,1.0,11,1.0,4.0,10.0,2018.0
"Oh, What A World Kacey Musgraves",242.0,1.0,0.0,1.0,14.894271098129778,1.0,4,1.0,3.0,5.0,2019.0
Love Shot EXO,210.0,1.0,1.0,1.0,20.08234466556031,1.0,26,1.0,3.0,12.0,2018.0
Icy Titties Doobie Caskey,185.0,1.0,0.0,1.0,16.831613336756927,1.0,24,1.0,0.0,6.0,2018.0
Butter Pecan - Bonus Track YNW Melly,223.0,1.0,1.0,0.0,18.327484026212886,1.0,32,1.0,3.0,9.0,2018.0
Love No More Loud Luxury anders,233.0,1.0,1.0,1.0,15.224038412958098,1.0,11,1.0,1.0,9.0,2018.0
Solo de Mi Bad Bunny,200.0,1.0,0.0,1.0,19.622914321700208,1.0,8,1.0,5.0,12.0,2018.0
Sleepless Nights (feat. Nightly) ayokay Nightly,199.0,1.0,0.0,1.0,14.505577499454928,1.0,5,1.0,2.0,9.0,2018.0
Almost Over You (feat. Randy Houser) Jessie James Decker Randy Houser,209.0,1.0,0.0,0.0,13.305717734010233,1.0,28,1.0,4.0,9.0,2017.0
Long Time Lil Tjay,206.0,1.0,0.0,1.0,17.238411601947202,1.0,9,1.0,5.0,4.0,2018.0
I Came Thru YoungBoy Never Broke Again,148.0,1.0,0.0,1.0,18.435592095103846,1.0,26,1.0,3.0,12.0,2018.0
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi) A$AP Rocky Moby T.I. Kid Cudi",318.0,1.0,0.0,1.0,15.855062352737649,1.0,28,1.0,4.0,5.0,2018.0
Desconocidos Mau y Ricky Manuel Turizo Camilo,204.0,1.0,1.0,1.0,20.572834156725918,1.0,25,1.0,4.0,10.0,2018.0
2 soon keshi,207.0,1.0,0.0,0.0,16.028278815073683,1.0,23,1.0,1.0,8.0,2018.0
Zombie Bad Wolves,276.0,1.0,0.0,1.0,19.946717862480774,1.0,15,1.0,3.0,2.0,2018.0
Cold (feat. Future) Maroon 5 Future,411.0,1.0,1.0,1.0,19.348971850437955,1.0,26,1.0,2.0,2.0,2017.0
Bed (feat. Ariana Grande) Nicki Minaj Ariana Grande,216.0,1.0,0.0,1.0,18.361359341950973,1.0,8,1.0,5.0,7.0,2018.0
Blood Breaking Benjamin,195.0,1.0,0.0,1.0,15.767132648491883,1.0,6,1.0,4.0,2.0,2018.0
Gang WithMe Polo G,198.0,1.0,0.0,1.0,17.223423406982203,1.0,18,1.0,0.0,8.0,2018.0
September 16 Russ,252.0,1.0,0.0,1.0,17.145806569542625,1.0,4,1.0,4.0,7.0,2018.0
Leave (Get Out) - 2018 JoJo,240.0,1.0,0.0,1.0,13.268598238212093,1.0,19,1.0,2.0,6.0,2019.0
Endymion Réka Ioescu,153.0,1.0,0.0,1.0,9.273878392780171,1.0,2,1.0,6.0,10.0,2018.0
Whatcha Know 'Bout That Morgan Wallen,195.0,1.0,0.0,1.0,14.004961639191999,1.0,4,1.0,1.0,4.0,2019.0
Whatchamacallit (feat. Chris Brown) Ella Mai Chris Brown,181.0,1.0,0.0,1.0,17.449694093219016,1.0,5,1.0,3.0,10.0,2018.0
Ibiza Ozuna Romeo Santos,202.0,1.0,1.0,1.0,19.289862551580892,1.0,15,1.0,4.0,8.0,2018.0
Never Needed No Help Lil Baby,199.0,1.0,0.0,0.0,17.940093610481505,1.0,26,1.0,0.0,4.0,2018.0
When You Die MGMT,266.0,1.0,0.0,1.0,17.18954340184484,1.0,4,1.0,1.0,12.0,2017.0
Nobody Mitski,204.0,1.0,0.0,1.0,17.512605299008857,1.0,30,1.0,1.0,6.0,2018.0
2002 Anne-Marie,188.0,1.0,0.0,0.0,19.32956975454717,1.0,33,1.0,4.0,4.0,2018.0
Epiphany BTS,276.0,1.0,1.0,0.0,16.275680854621967,1.0,30,1.0,3.0,6.0,2020.0
Show Me How Men I Trust,223.0,1.0,0.0,1.0,16.610820377463888,1.0,2,1.0,2.0,2.0,2018.0
Unica Ozuna,258.0,1.0,0.0,1.0,19.646987609965564,1.0,15,1.0,3.0,4.0,2018.0
Cool Again Shoffy,203.0,1.0,0.0,0.0,13.41380985558176,1.0,23,1.0,5.0,10.0,2019.0
Sham Pain Five Finger Death Punch,217.0,1.0,0.0,1.0,17.991066406344494,1.0,12,1.0,3.0,5.0,2018.0
Void Pouya,228.0,1.0,0.0,0.0,16.19218544437538,1.0,7,1.0,6.0,5.0,2019.0
Connection OneRepublic,166.0,1.0,1.0,1.0,17.005984027648193,1.0,33,1.0,1.0,8.0,2018.0
Mi Religión T3R Elemento,206.0,1.0,0.0,1.0,17.936041380956354,1.0,14,1.0,5.0,7.0,2019.0
Keeping Score (feat. Kelly Clarkson) Dan + Shay Kelly Clarkson,221.0,1.0,0.0,1.0,16.040034536963862,1.0,18,1.0,4.0,6.0,2018.0
Bigger Than You (feat. Drake & Quavo) 2 Chainz Drake Quavo,227.0,1.0,0.0,1.0,16.83140073883228,1.0,9,1.0,4.0,6.0,2018.0
Dura - Remix Daddy Yankee Natti Natasha Becky G Bad Bunny,248.0,1.0,0.0,0.0,19.807041512867208,1.0,31,1.0,4.0,4.0,2018.0
66 Lil Yachty Trippie Redd,155.0,1.0,1.0,1.0,16.736050910565787,1.0,12,1.0,3.0,8.0,2018.0
Youth (feat. Khalid) Shawn Mendes Khalid,459.0,1.0,0.0,1.0,18.283387828520066,1.0,6,1.0,0.0,11.0,2018.0
Too Little Too Late - 2018 JoJo,224.0,1.0,0.0,1.0,14.759586870365762,1.0,19,1.0,2.0,6.0,2019.0
Barbie Dreams Nicki Minaj,301.0,1.0,1.0,1.0,18.790128622536653,1.0,9,1.0,1.0,9.0,2018.0
Myself Layton Greene,204.0,1.0,0.0,0.0,18.03422977589541,1.0,0,1.0,4.0,5.0,2018.0
I Don't Miss You Jake Scott,237.0,1.0,0.0,0.0,13.940658406683676,1.0,21,1.0,0.0,11.0,2019.0
Heat of the Summer Young the Giant,212.0,1.0,0.0,0.0,14.538277703943802,1.0,30,1.0,0.0,7.0,2019.0
Bad Boy Red Velvet,221.0,1.0,0.0,1.0,19.719060397475086,1.0,24,1.0,0.0,1.0,2018.0
Nobody Knows Russ,218.0,1.0,0.0,0.0,15.932665066141524,1.0,0,1.0,6.0,12.0,2018.0
I'm with You Vance Joy,240.0,1.0,0.0,1.0,15.675225983490714,1.0,21,1.0,4.0,2.0,2018.0
Mind On My Murder YNW Melly,277.0,1.0,1.0,0.0,16.831103643396197,1.0,37,1.0,4.0,8.0,2018.0
Happy & Sad Kacey Musgraves,245.0,1.0,0.0,1.0,14.845354235711438,1.0,7,1.0,4.0,3.0,2018.0
Cudi Montage KIDS SEE GHOSTS,198.0,1.0,0.0,1.0,15.31552303748083,1.0,2,1.0,4.0,6.0,2018.0
KEKE 6ix9ine Fetty Wap A Boogie Wit da Hoodie,162.0,1.0,0.0,0.0,18.959799390558274,1.0,32,1.0,6.0,1.0,2018.0
Rewrite The Stars (with James Arthur & Anne-Marie) James Arthur Anne-Marie,228.0,1.0,0.0,1.0,19.800929210428066,1.0,12,1.0,4.0,11.0,2018.0
911 Ellise,191.0,1.0,0.0,0.0,16.59474738251904,1.0,25,0.0,2.0,11.0,2018.0
Recordando a Manuel Lenin Ramírez Gerardo Ortiz Jesús Chairez,245.0,1.0,0.0,0.0,18.238841586785,1.0,15,1.0,5.0,10.0,2016.0
OKRA Tyler The Creator,151.0,1.0,0.0,0.0,17.29676221646381,1.0,6,0.0,3.0,3.0,2018.0
Como Antes Bad Bunny,231.0,1.0,0.0,1.0,17.80015135291819,1.0,7,1.0,0.0,12.0,2018.0
better off Ariana Grande,173.0,1.0,0.0,1.0,16.35184808850772,1.0,8,1.0,2.0,10.0,2018.0
Womp Womp Valee Jeremih,229.0,1.0,0.0,1.0,16.700289762199787,1.0,7,1.0,0.0,5.0,2018.0
Lies (feat. Lil Skies) Lil Xan Lil Skies,206.0,1.0,0.0,1.0,15.6334366748103,1.0,15,1.0,0.0,7.0,2018.0
Make Luv Brent Faiyaz,194.0,1.0,0.0,1.0,16.255729417329057,1.0,2,1.0,3.0,2.0,2018.0
i can't breathe Bea Miller,211.0,1.0,0.0,0.0,15.820404049901219,1.0,0,0.0,0.0,2.0,2017.0
Just My Type The Vamps,219.0,1.0,1.0,1.0,18.03381651191479,1.0,7,1.0,0.0,7.0,2018.0
Stay With Me (feat. Jeremy Zucker) ayokay Jeremy Zucker,191.0,1.0,0.0,1.0,15.211998537172276,1.0,4,1.0,4.0,8.0,2018.0
Rearview Town Jason Aldean,191.0,1.0,0.0,1.0,17.79369585924399,1.0,6,1.0,4.0,4.0,2019.0
High On Life (feat. Bonn) Martin Garrix Bonn,227.0,1.0,1.0,0.0,19.14471195019899,1.0,32,1.0,0.0,7.0,2018.0
20 Years Later Yung Pinch,206.0,1.0,0.0,0.0,15.435468539909746,1.0,20,1.0,0.0,10.0,2018.0
Panama Quinn XCII,247.0,1.0,0.0,0.0,14.340017760633257,1.0,2,1.0,3.0,8.0,2018.0
Goat Lil Tjay,244.0,1.0,0.0,1.0,17.211541014027027,1.0,20,1.0,4.0,8.0,2019.0
Show Me Big Wild Hundred Waters,228.0,1.0,0.0,0.0,13.250506780849346,1.0,0,1.0,3.0,10.0,2017.0
Dark Rain Sound Sample Rain Library,219.0,1.0,0.0,1.0,7.088408778675395,1.0,5,1.0,6.0,2.0,2018.0
I Lived It Blake Shelton,223.0,1.0,0.0,1.0,17.771766712503855,1.0,18,1.0,4.0,3.0,2018.0
Noche de Desmadre Esteban Gabriel,160.0,1.0,0.0,1.0,16.05462610492988,1.0,2,1.0,4.0,12.0,2017.0
Into It Chase Atlantic,197.0,1.0,0.0,0.0,15.013196541581394,1.0,0,1.0,4.0,1.0,2017.0
Rain Sound : Night Time Rain Sounds Factory STHLM,200.0,1.0,0.0,1.0,7.183870715062453,1.0,9,1.0,3.0,12.0,2016.0
Slipknot XXXTENTACION Kin$oul Killstation,211.0,1.0,0.0,1.0,16.227074532427807,1.0,11,1.0,2.0,5.0,2017.0
Love U Better (feat. Lil Wayne & The-Dream) Ty Dolla $ign Nathaniel Alford Twice As Nice Lil Wayne The-Dream,182.0,1.0,0.0,1.0,12.982933479896172,1.0,5,1.0,3.0,10.0,2017.0
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox) Enrique Iglesias Descemer Bueno Zion & Lennox,233.0,1.0,0.0,1.0,21.076453464760533,1.0,5,1.0,4.0,2.0,2017.0
Monster (Dotexe Remix) Nightcore,185.0,1.0,0.0,0.0,13.741459199592578,1.0,6,1.0,6.0,7.0,2014.0
Serenity Rain Rain Storm Sample Library,178.0,1.0,0.0,1.0,6.825460036255307,1.0,5,1.0,6.0,2.0,2018.0
Why Sabrina Carpenter,177.0,1.0,0.0,1.0,16.412677316382144,1.0,18,1.0,3.0,7.0,2017.0
Distraction Kehlani,267.0,1.0,0.0,1.0,18.079543955203427,1.0,25,1.0,1.0,11.0,2016.0
Criminal Lindsay Ell,239.0,1.0,0.0,1.0,14.575473508511259,1.0,5,1.0,0.0,4.0,2018.0
Revolution The Score,232.0,1.0,0.0,1.0,17.807715061434127,1.0,6,1.0,4.0,2.0,2017.0
Ooh Nah Nah (feat. Masego) SiR Masego,240.0,1.0,0.0,1.0,14.24118670668857,1.0,2,1.0,1.0,2.0,2017.0
